,web-scraper-order,web-scraper-start-url,links,links-href,Pages,Pages-href,Country,Place,Details
10,1702401570-11,https://my.trip.com/travel-guide/attraction/africa-120006/tourist-attractions/?locale=en-MY&curr=MYR,"40. Nelson Mandela Square7.74.6/577 Reviewsbased on 2.9k reviewNo. 1 of Top Best Things to Do in GautengSquaresStatues/Sculptures老少皆宜程The southernmost tip of Africa is the Cape of Good Hope on the African continent, a beautiful country where blacks established their own government in the 1990s. Travel to South Africa first to Mandela Square, then to the ethnic village to learn about the development of blacks.South Africa · JohannesburgFree",https://my.trip.com/travel-guide/attraction/sandton/nelson-mandela-square-18107050/?locale=en-MY&curr=MYR,4.0,https://my.trip.com/travel-guide/attraction/africa-120006/tourist-attractions/4.html/?locale=en-MY&curr=MYR,Africa,Nelson Mandela Square,"Mandela Square is one of the most popular places in South Africa. The whole square is full of fashion, casual coffee bars, restaurants, and 93 plus special stores. Due to its central location in Sandton, transportation is very convenient, with access to the financial district, Sandton Convention Centre, luxury hotels and 295 unique shops in Sandton City. The design idea of the whole square is to bring the Italian style of life to Africa."
11,1702401581-12,https://my.trip.com/travel-guide/attraction/africa-120006/tourist-attractions/?locale=en-MY&curr=MYR,"39. Grand Baie7.84.6/5190 ReviewsNo. 1 of Top Best Things to Do in Riviere du RempartTownsBeaches关裕年guanyunianIn the last century, when I arrived here, I felt that I had arrived in heaven, so beautiful and clean sky and blue sea, everything was similar in the middle of the painting, and for two days, I was like living in heaven, every day under the blue sea and blue sky and white clouds.Mauritius · Grand BaieFree",https://my.trip.com/travel-guide/attraction/grand-baie/grand-baie-10524266/?locale=en-MY&curr=MYR,4.0,https://my.trip.com/travel-guide/attraction/africa-120006/tourist-attractions/4.html/?locale=en-MY&curr=MYR,Africa,Grand Baie,"Grand Bay is a bay town in the north of Mauritius. The sea here is calm and the sandy beaches are delicate. It is also a local snorkeling resort. You can snorkel and dive here, and you can also go out to sea to chase dolphins. Topographical features Dawan is named after the curved fjord located in the north of the island. It is a harbor town and an important scenic spot in the north of Mauritius. Surrounded by land on three sides, the blue water is particularly quiet here, and it is only a white bay. The sandy beaches have attracted countless tourists from Mauritius. Relax here, some people will play in the sea water, some people will choose to sit on the shore fishing, some people will lie on the beach chair and close their eyes, and you can be any of them. In addition, it is also a diving resort, whether it is snorkeling or diving, it is suitable for all kinds of people. Of course, if you plan to go to sea, you can also order whale watching and dolphin chasing projects on the shore, so that you can completely relax your body and mind. In addition to the lively harbour market, large supermarkets and shopping centers in Dawan are also readily available, while bars and specialty shops can fully satisfy tourists' petty bourgeoisie complex."
12,1702401590-13,https://my.trip.com/travel-guide/attraction/africa-120006/tourist-attractions/?locale=en-MY&curr=MYR,38. Bahia Palace7.84.5/564 Reviewsbased on 13.9k reviewNo. 5 of Top Best Things to Do in Marrakesh-SafiPalacesPopular SpotsHistorical SitesChinyee HThis has been my favorite tourist destination in Marrakech. More peaceful than the YSL garden and good place to learn about the history and traditional decorating styles of MoroccoMorocco · Marrakech,https://my.trip.com/travel-guide/attraction/marrakech/bahia-palace-20904727/?locale=en-MY&curr=MYR,4.0,https://my.trip.com/travel-guide/attraction/africa-120006/tourist-attractions/4.html/?locale=en-MY&curr=MYR,Africa,Bahia Palace,"The Bahia Palace is an elegant palace in Marrakech. It was built by a dignitary at the time. It was built at the end of the nineteenth century and is now a relatively complete monument in the area. The buildings here are covered with Islamic carvings and mosaic tiles. The whole is exquisite and elegant, and it is worth visiting."
13,1702401599-14,https://my.trip.com/travel-guide/attraction/africa-120006/tourist-attractions/?locale=en-MY&curr=MYR,"37. Notre-Dame Auxiliatrice de Cap Malheureux7.84.5/5402 Reviewsbased on 1.2k reviewNo. 3 of Top Best Things to Do in MauritiusChurches and CathedralsPopular Spotsbonbon_chenThe weather of Maoqiu is so good, the sky is always blue, which makes people feel refreshed. This is the famous Red Top Church ⛪️, it is not time to open the door. But listen to the guide to say that this is the original Maoqiu as long as the port.Mauritius · MauritiusFree",https://my.trip.com/travel-guide/attraction/mauritius/notre-dame-auxiliatrice-de-cap-malheureux-96569/?locale=en-MY&curr=MYR,4.0,https://my.trip.com/travel-guide/attraction/africa-120006/tourist-attractions/4.html/?locale=en-MY&curr=MYR,Africa,Notre-Dame Auxiliatrice de Cap Malheureux,"There is a very romantic place in the north of Mauritius. Deep in the quiet forest, a small red-roofed church is attracting people from all over the world with its unique and fresh charm. This is the red-roofed church. Church Scene This red-roofed church built by the French has a history of a hundred years. It stands quietly by the sea. The white walls and red-roofed buildings set off the green lawn and the blue sea behind, making the church one of the most popular in Mauritius. One of the most popular postcard locations. Standing beside the church near the sea, the blue sky and white clouds, blue sea and silver sand, green grass and red tiles, as well as the beautiful coastline attract many people to visit and photograph. In addition to its signature red roof and fresh and pleasant appearance, the red-roofed church has an exquisite and complex wooden structure inside the church, and the workmanship is particularly exquisite. There is no air conditioning in the church, just two ceiling fans. The interior benches are also painted red, which is consistent inside and out. In addition, there is also a holy water basin made of giant clam shells, which is also worth visiting."
14,1702401608-15,https://my.trip.com/travel-guide/attraction/africa-120006/tourist-attractions/?locale=en-MY&curr=MYR,"36. Cairo Citadel7.94.5/5119 Reviewsbased on 1.3k reviewNo. 4 of Top Best Things to Do in Cairo GovernateCastlesMilitary SitesSyed HussenThe Citadel of Cairo or Citadel of Saladin (Arabic: قلعة صلاح الدين, romanized: Qalaʿat Salāḥ ad-Dīn) is a medieval Islamic-era fortification in Cairo, Egypt, built by Salah ad-Din (Saladin) and further developed by subsequent Egyptian rulers. It was the seat of government in Egypt and the residence of its rulers for nearly 700 years from the 13th to the 19th centuries. Its location on a promontory of the Mokattam hills near the center of Cairo commands a strategic position overlooking the city and dominating its skyline. When it was constructed it was among the most impressive and ambitious military fortification projects of its time. It is now a preserved historic site, including mosques and museums.Egypt · Cairo",https://my.trip.com/travel-guide/attraction/cairo/cairo-citadel-90645/?locale=en-MY&curr=MYR,4.0,https://my.trip.com/travel-guide/attraction/africa-120006/tourist-attractions/4.html/?locale=en-MY&curr=MYR,Africa,Cairo Citadel,"Saladin Citadel, also known as Cairo Citadel, is located on Mugaitam Mountain in the eastern suburbs of Cairo. The castle stands tall and was built by General Saladin in the 11th century to defend against invasion. Scale The castle covers a very large area and is very majestic. The city wall is 2 meters high. The castle is divided into an inner city and an outer city. The rulers of all dynasties have left their relics here. The ancient canal, Youssef well, and the National Military Museum are all monuments worth seeing. Castle Highlights There is a green grass in front of the castle, climb the castle, stroll in the courtyard, see the exquisite doors and windows and the finely carved bathroom. Then you can enter the temple and visit the resplendent inner hall to feel its solemnity. There is also a kiosk outside the temple, which is a great viewpoint overlooking Cairo. Other buildings are in the castle, and dense signposts guide other important facilities within the castle, as well as cafes and Italian restaurants dedicated to tourists. Afterwards, you can also visit the Military Museum, which was originally part of the Royal Palace and was later converted into a Military Museum. It displays military items such as uniforms and medals. You can also take a walk in the garden area. The garden in the castle is also a museum. The scattered columns on the grass and the remains of other mosques are the exhibits. If you have time, take a stroll to the other end of the castle to visit the Suleymani Pasha Mosque and climb the tower for a view. This is an Ottoman building from the early 16th century. The exquisite minaret, the carved pulpit, the painted scales and the frescoes in the tomb are all exquisite and worth savoring."
15,1702401616-16,https://my.trip.com/travel-guide/attraction/africa-120006/tourist-attractions/?locale=en-MY&curr=MYR,"35. Fes Médina7.94.5/584 ReviewsNo. 1 of Top Best Things to Do in Fes-MeknesFeatured NeighborhoodssculptorFortifications in the ancient city of Fes in Morocco include complex walls and gates surrounding Fes el-Bali and Fes el-Jdid , which constitute the ""Medina"" of Fes. The vast number of relics today can be traced back to many different periods. Over the centuries, the walls have undergone complex evolutions that affect different parts of the city's outline.Morocco · Wilaya de FesFree",https://my.trip.com/travel-guide/attraction/fes/fes-mdina-30444630/?locale=en-MY&curr=MYR,4.0,https://my.trip.com/travel-guide/attraction/africa-120006/tourist-attractions/4.html/?locale=en-MY&curr=MYR,Africa,Fes Médina,"The Medina of Fes is also the old city of Fes. Its establishment can be traced back to the end of the 8th century. The Idris Dynasty established the capital here in 808 AD. It was the city's rapid development. During the Hadid dynasty, the medina of Fes has grown to the size that people see today. So far, the Fes Medina still retains a relatively complete city wall. The old city is very large and is the largest Medina in Morocco. There are nearly 10,000 alleys in the old city, which are narrow and winding like a labyrinth, so it is known as a city without cars in the world, and donkeys are a very important means of transportation. The old city is a very important tourist destination in Fes. The leather dyeing workshop, the Blue Gate of Boujlou, and the University of Carouin are all distributed in the alleys here."
16,1702401626-17,https://my.trip.com/travel-guide/attraction/africa-120006/tourist-attractions/?locale=en-MY&curr=MYR,"34. Miami Beach Boardwalk8.04.4/581 ReviewsNo. 3 of Top Best Things to Do in Casablanca-SettatBeachesSeashoresjuki235The Miami Promenade in Casablanca is the most scenic traffic avenue, along which you can enjoy beautiful coastal scenery and magnificent sunset views. In the evening, you can also take a walk or exercise here, which feels really warm and cozy.Morocco · CasablancaFree",https://my.trip.com/travel-guide/attraction/casablanca/miami-beach-boardwalk-13089675/?locale=en-MY&curr=MYR,4.0,https://my.trip.com/travel-guide/attraction/africa-120006/tourist-attractions/4.html/?locale=en-MY&curr=MYR,Africa,Miami Beach Boardwalk,"The Miami Seaside Boulevard is a viewing road close to the sea, and it is also a more beautiful place in Casablanca. The more famous local attractions, Hassan II Mosque and Rick Cafe are all around. The seaside boulevard has a wide driveway, and the side of the driveway facing the sea is a spacious wooden plank road, and the handrail can overlook the blue Atlantic Ocean. The part that stretches out to the beach under the balustrade of the plank road is a row of closely connected cafes, bars, swimming pools... full of a leisurely holiday atmosphere. At the corner of the seaside boulevard to the south almost to the end, there is a well-known local coffee shop ""Miami"", which is why the boulevard was named. The Miami Cafe is located on a high embankment, facing the water on both sides, sitting in an open courtyard with only the endless Atlantic Ocean in front of it. At sunset, it is extraordinarily beautiful. On the side of Miami Seaside Boulevard close to the city, there is an ""Anfa Villa District"" among the hidden trees, equipped with a horse farm and a golf course, each house has private security, and outsiders are not allowed to enter without invitation. It is said that many international movie stars and celebrities from Europe and the United States have residences here."
17,1702401635-18,https://my.trip.com/travel-guide/attraction/africa-120006/tourist-attractions/?locale=en-MY&curr=MYR,33. Luxor Hot Air Balloon8.04.5/5118 ReviewsNo. 3 of Top Best Things to Do in LuxorHot Air BalloonsNicoleenThis was by far the highlight of my trip to Egypt. Seeing the Sunrise and Temples from above are just amazing! If you are in Egypt this activity is definitely a must!Egypt · Luxor,https://my.trip.com/travel-guide/attraction/luxor/luxor-hot-air-balloon-90644/?locale=en-MY&curr=MYR,4.0,https://my.trip.com/travel-guide/attraction/africa-120006/tourist-attractions/4.html/?locale=en-MY&curr=MYR,Africa,Luxor Hot Air Balloon,"Set off before dawn, enjoy the sunrise view of the Valley of the Kings on a hot air balloon, the entire ruins of Thebes are at your feet, feel the strong atmosphere of ancient Egypt in the air, and at the same time satisfy the yearning for the sky and history, nothing compares This is an even more fantastic way to start the day. You can see in the sky the valleys of kings and queens on both sides of the road, the great temple of Queen Hatshepsut and the city of Hab are so small. Play time Luxor's hot air balloons must take off before sunrise to ensure the beauty of the sunrise on the west coast. Therefore, according to the location of the hotel, it is generally necessary to leave around 4 o'clock and head to the designated location on the West Bank. The general hot air balloon tour time is 30-45 minutes, which will fluctuate according to the weather of the day and the judgment of the captain, and then a flight certificate will be attached. But the event also depends on the weather, with most balloon companies canceling events when the winds are erratic. The hot air balloon company recommends MagicHorizon. This company has a large scale, medium prices, friendly and professional staff, and has a good reputation among tourists. Address: KhaledIbnElWalidStreet(oppositeSteigenbergerNilePalace), 85511Luxor Tel: (095)2274060E-mail: booking@magichorizon.com Official website: http://www.visitluxorinhotairballoon.com/HodHodSoliman This company has been operating for more than 20 years, with a high reputation and rich experience , and the service is warm and thoughtful. Address: OmrAliStreet, TelevisionStreet, Luxor Tel: (095) 2271116E-mail: info@hodhodsolimanballoons.com Official website: http://www.hodhodsolimanballoons.com/"
18,1702401645-19,https://my.trip.com/travel-guide/attraction/africa-120006/tourist-attractions/?locale=en-MY&curr=MYR,"Closed at 17:3032. Hercules Caves8.04.6/597 Reviewsbased on 1.9k reviewNo. 1 of Top Best Things to Do in TangierPopular SpotsCavesHistorical SitesBeachesTravel_ingAfrica Cave is a cave similar to a map of Africa, which is located on the Atlantic coast not far from Tangier, Morocco. It is a famous attraction in Morocco.Morocco · Tangier-AssilahFree",https://my.trip.com/travel-guide/attraction/tangier/hercules-caves-13095559/?locale=en-MY&curr=MYR,4.0,https://my.trip.com/travel-guide/attraction/africa-120006/tourist-attractions/4.html/?locale=en-MY&curr=MYR,Africa,Hercules Caves,"On the mountain near the sea on the north side of downtown Tangier, the hole is not too big. It is only a few dozen meters from the entrance of the hole, and you can see the head after turning a corner. At the end is a hole facing the sea, which happens to be a little above sea level, so you can see the vast sea through the hole, and seagulls are flying in the air. If you have time, you can see the magnificent scenery of sunrise and sunset over the sea. From the entrance of the cave, there is a small square surrounded by six or seven coffee shops and souvenir shops, and you can park in the middle. It is very suitable for a leisurely sitting for a while, having a cup of coffee and blowing the sea breeze."
19,1702401654-20,https://my.trip.com/travel-guide/attraction/africa-120006/tourist-attractions/?locale=en-MY&curr=MYR,"31. Koutoubia8.04.6/590 Reviewsbased on 5.7k reviewNo. 4 of Top Best Things to Do in Marrakesh-SafiPopular SpotsHistorical SitesBuildings by Famous ArchitectsMosquessculptorThe Kutubia Mosque is the largest mosque in Marrakech, Morocco. Built in 1158, the mosque is considered a classic and important example of the architecture of the Moroccan mosque. The minarets are 77 meters high and decorated with different geometric arches, with spires and metal spheres on top.Morocco · MarrakechFree",https://my.trip.com/travel-guide/attraction/marrakech/koutoubia-100913/?locale=en-MY&curr=MYR,4.0,https://my.trip.com/travel-guide/attraction/africa-120006/tourist-attractions/4.html/?locale=en-MY&curr=MYR,Africa,Koutoubia,"The Koutoubia Mosque is the symbol of Marrakech and the center and highest point of the old city of Marrakech. The mosque was built in 1195 by Jakub El Mansur, the architect who built the Hassan Tower in Rabat that year, to commemorate the victory over the Spanish. The minaret of the mosque is 67 meters high and has a magnificent appearance. It is one of the most beautiful buildings in North Africa. Compared with other mosques, the uniqueness of Koutoubia Mosque is that when the minaret was built, nearly 10,000 bags of precious spices were mixed into the mud that glued the stones, which made the mosque emit a rich aroma, which is still fragrant to this day. It is tangy, so it is also known as the ""fragrant tower"". Another unique feature of the Koutoubia Mosque is that the muezzin who climbed the tower to call people to pray must be blind. The mosque is not open to the public, only to Muslims. The small garden surrounding the mosque is built in the style of a French garden, overflowing with fragrant flowers."
20,1702401665-21,https://my.trip.com/travel-guide/attraction/africa-120006/tourist-attractions/?locale=en-MY&curr=MYR,"30. Maasai Mara National Reserve8.04.8/5163 ReviewsNo. 1 of Top Best Things to Do in KenyaNational Parks_FB***12My best safari Trip in Masai Mara in Kenya.. nowhere else sums up the dream safari to Masai Mara to see the big five, huge herds of grazers.i could return to again and again... the transport was amazing, food and our budget tented camp was great place to be. Josphat of Phil Travel Safaris was nice and attention to details and took care of us well.Kenya · Mara",https://my.trip.com/travel-guide/attraction/mara/maasai-mara-national-reserve-85287/?locale=en-MY&curr=MYR,3.0,https://my.trip.com/travel-guide/attraction/africa-120006/tourist-attractions/3.html/?locale=en-MY&curr=MYR,Africa,Maasai Mara National Reserve,"Masai Mara National Reserve is a famous wildlife reserve in the world. This animal paradise consists of open plains, woodlands, rivers and forests. Nearly 100 species of mammals and more than 400 species of birds live here. Home to wild mammals. Watch zebras, giraffes, and antelopes foraging on the grasslands; watch rare birds and monkeys in the acacia forests; the abundance of elephants and bison is aesthetically exhausting; and the Mara River is home to big-billed hippos and fierce crocodiles. world. The Masai Mara is beautiful all year round, but the celestial journey from July to September is especially spectacular. Millions of clumsy wildebeests, zebras and antelopes, in search of sustenance for food, migrate north from Tanzania's Serengeti National Park, across the Mara River, towards the Masai Mara, and again around October. Return to the south. I have to mention that Masai Mara is a well-known romantic sunset spot. In a golden-red world mirrored by the sunset, the vigorous plants on the vast grasslands and the quiet and leisurely animals complement each other. Such a beautiful scenery is seen only once. Make it unforgettable for a lifetime."
21,1702401676-22,https://my.trip.com/travel-guide/attraction/africa-120006/tourist-attractions/?locale=en-MY&curr=MYR,"29. Egypt Divers8.14.7/5119 Reviewsbased on 218 reviewNo. 1 of Top Best Things to Do in Red SeaOutdoor DivingWater SportsAisyah AnnuarI was lucky to be a student in Egypt back then from 2011-2018. As we all know , Egypt is a country blessed with manu outstanding diving spots along Red sea and Mediterranean coastline. I had chances to dive in Hurghada, Dahab and Sharm el Sheikh. The satisfaction feeling was indescribable. Red sea is very amazing with clear blue greenish water that are home to the most vibrant coral reefs and marine creatures. Arghh how i missed my old good young and happy days in Egypt.Egypt · Hurghada",https://my.trip.com/travel-guide/attraction/hurghada/egypt-divers-81438/?locale=en-MY&curr=MYR,3.0,https://my.trip.com/travel-guide/attraction/africa-120006/tourist-attractions/3.html/?locale=en-MY&curr=MYR,Africa,Egypt Divers,"Stroll on the bottom of the Red Sea, surrounded by colorful corals, silvery fish, and mysterious shipwrecks. The Red Sea region has a unique ecological environment and seawater resources, and is a world-renowned diving paradise. Hurghada, Sharmel Sheikh and Safaga have many places for diving and diving agencies, you can choose to dive on the shore, or you can choose to go out to sea by boat. Diving in the deep sea."
22,1702401685-23,https://my.trip.com/travel-guide/attraction/africa-120006/tourist-attractions/?locale=en-MY&curr=MYR,"28. Sidi Bou Said8.14.7/5168 ReviewsNo. 1 of Top Best Things to Do in TunisTownsTraveler5Known for its cobbled streets and blue-and-white houses, Sidi Bou Said is a charming town on a promontory overlooking the Mediterranean, with al fresco cafes, Tunisian eateries, and small art galleries. Early-20th-century Ennejma Ezzahra Palace features arches, ornate stucco, and patterned tilework, while Dar El Annabi is a historic house with wax figures in traditional costume.Tunisia · CarthageFree",https://my.trip.com/travel-guide/attraction/sidi-bou-said/sidi-bou-said-100765/?locale=en-MY&curr=MYR,3.0,https://my.trip.com/travel-guide/attraction/africa-120006/tourist-attractions/3.html/?locale=en-MY&curr=MYR,Africa,Sidi Bou Said,"Located 20 kilometers north of Tunis, the blue and white town is a beautiful town with a Mediterranean atmosphere. Because in the eyes of Tunisians, blue symbolizes peace, all the houses here have only two colors - white walls, blue doors and windows, and the Andalusian-style cottages with blue windows and white houses are this blue and white small The character of the town, so simple and so romantic, makes it a suitor's paradise. The blue and white town winds up the mountain with a simple layout, a cobblestone-paved street with white houses shining in the sun on both sides, and some alleys sticking out from the house. The houses are only two or three stories high. What makes people feel as if they are in a fairy tale are the blue iron windows and blue wooden doors inlaid on the white wall. The arabesque scrolls are displayed on the iron window lattices, symmetrical and dreamy; the blue copper nails on the door The stars and the moon, as well as bows and arrows, flowers and other patterns are combined, which are gorgeous and exquisite. Walking in such a romantic and beautiful town, you might as well find a coffee shop to listen to the footsteps of time. Le Café des Nattes is a famous coffee shop in the blue and white town. It is a century-old coffee shop. After the painter Mache painted ""Viewofa Mosque"" here in 1914, the layout here has not changed. The cafe is located in the middle of the town, and it is easy for tourists to find it. There are too many people to sit indoors. The store will spread straw mats on the stairs for the guests to sit. It's called a straw mat cafe. The cafe offers a strong Italian-style coffee. A complete portion is only half a cup, usually mint tea. It is sweet and greasy, with a layer of pine nuts floating in it. small town. Jasmine is the national flower of Tunisia. Men in blue and white towns like to hang a bunch of jasmine flowers behind their ears. It is said that the jasmine blooms here for half a year. Young people or old people in traditional costumes often string the flowers into strings, insert them into large straw trays, and walk around the streets to sell them to tourists, forming a beautiful scenery. . If you are interested, you may wish to buy a few bunches of jasmine flowers and hang them on your chest or behind your ears, surrounded by the refreshing fragrance. When it comes to food, the fried doughnuts in the blue and white town are worth a try. The crispy doughnuts are wrapped in white sugar and are fragrant and sweet. Although the blue and white town is not big, if you look up, you can see the blue and tender Mediterranean Sea with beautiful scenery, enthusiastic residents and romantic and exquisite blue and white cottages everywhere. It's worth coming here, it's worth spending a few days here, forgetting the hustle and bustle of the city and enjoying the quiet time."
